Label,text,text_norm
0,Yoooooo bg jun udah upload lagi🗿,yoo bg jun udah upload lagi
0,bang coba mainin Popy playtime chapter 1 sampe 5 bang,bang coba mainin popy playtime chapter 1 sampe 5 bang
0,Tanto eh Yanto 🤣🤣🔥🔥,tanto eh yanto <laugh> <laugh> <hype> <hype>
0,konten horor lgi bang,konten horor lgi bang
1,Pesan yang disampaikan cukup mengena 💯💕𝐌𝐎𝐍𝐀𝟒𝐃🟣💯 mudah diterima 👍,pesan yang disampaikan cukup mengena mona4d mudah diterima
0,Bg Jun kapan jadi pembunuh bayaran lagi plisss di notice aku suka banget,bg jun kapan jadi pembunuh bayaran lagi pliss di notice aku suka banget
0,0:26 ga espect sama  openingnya,0 26 ga espect sama openingnya
0,"8:14 sering"" dialong / nimbrung warga kek gini to, asli seruuu, mungkin ada video sblumnya tpi jangan di cut bagian kek gini,,",8 14 sering dialong nimbrung warga kek gini to asli seruu mungkin ada video sblumnya tpi jangan di cut bagian kek gini
0,absen yg gerecep nonton bg jelool,absen yg gerecep nonton bg jelool
0,semangat bg jun👍,semangat bg jun
1,Bikin aku belajar banyak! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin konten edukasi jadi seru!,bikin aku belajar banyak m0na4d bikin konten edukasi jadi seru
1,Penyajian visualnya clean dan modern 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 nggak berantakan 😎,penyajian visualnya clean dan modern mona4d nggak berantakan
0,Absen yang sahur ges semangat,absen yang sahur ges semangat
0,di pake sayembaraa aja too,di pake sayembaraa aja too
0,bang jun coba jadi yanto tapi yantonya jadi gangster bang tapi sifat ya sifat yanto aja bang gausah di ubah sifat nya bang cobain bang,bang jun coba jadi yanto tapi yantonya jadi gangster bang tapi sifat ya sifat yanto aja bang gausah di ubah sifat nya bang cobain bang
0,buat ngerampok bang,buat ngerampok bang
0,yanto sekarang sombong ga nyaut di panggil 😢,yanto sekarang sombong ga nyaut di panggil
1,"Baru bangun tidur, P͟U͟L͟A͟U͟777 muncul di FYP.",baru bangun tidur pulau777 muncul di fyp
1,Inspirasi banget buat hidup sehat! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku termotivasi olahraga!,inspirasi banget buat hidup sehat m0na4d bikin aku termotivasi olahraga
0,Bang jun cob yanto jadi opang tapi yanto yang bayar penumpangnya bang,bang jun cob yanto jadi opang tapi yanto yang bayar penumpangnya bang
0,Hlo om yanto,hlo om yanto
0,Yanto main dong ke TR US,yanto main dong ke tr us
0,YANTO COBA SAYEMBARA PAKE MOBIL ITU YANTO 0:36 🎉🎉,yanto coba sayembara pake mobil itu yanto 0 36
0,gocar kriminal lgi ga sih too,gocar kriminal lgi ga sih too
0,Pake si botak lagi bang😂,pake si botak lagi bang <laugh>
0,bang yanto bikin konten gta 5 rolply hilang inggatan terus ke garkot semoga di baca bang 😢😢😢,bang yanto bikin konten gta 5 rolply hilang inggatan terus ke garkot semoga di baca bang
0,Mini game lagi too,mini game lagi too
0,"Gada konten bagi"" takjil to?",gada konten bagi takjil to
0,semangat trus bang jun ngontennya,semangat trus bang jun ngontennya
0,27:39 yanpis yanto pipis🤣🤣😭😭,27 39 yanpis yanto pipis <laugh> <laugh>
0,_YANTO COBA JADI SUPERMAN TERUS LASERIN WARGA GARKOT PASTI SERU_,_yanto coba jadi superman terus laserin warga garkot pasti seru_
0,8:35 gertakan maut 😂,8 35 gertakan maut <laugh>
0,Requet yanto jadi spiderman plis😢,requet yanto jadi spiderman plis
0,anjirr haha,anjirr haha
0,konten horror bang,konten horror bang
1,Inspirasi banget buat hidup sehat! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku termotivasi olahraga!,inspirasi banget buat hidup sehat m0na4d bikin aku termotivasi olahraga
0,Yanto jgn rusakin mobil mobil anak garkot,yanto jgn rusakin mobil mobil anak garkot
1,"Gue kira awalnya cuma meme, eh ternyata P͟U͟L͟A͟U͟777 rame banget.",gue kira awalnya cuma meme eh ternyata pulau777 rame banget
0,YANTOOOOOOOOOOOO,yantoo
0,"0:04 hadir ban jun btw blom bisa beli membership lgi gak ada duit,nti klo ada Bru beli membership bangjun 👍",0 04 hadir ban jun btw blom bisa beli membership lgi gak ada duit nti klo ada bru beli membership bangjun
0,Yanto......,yanto
0,Coba bg jun bikin versi sayambara,coba bg jun bikin versi sayambara
0,To bikin episode baby lagi tapi kali ini bikin Yanto marah berat  terus bantai semua nya yang ada di sekitar nya semoga di respon 😅🤣🤟,to bikin episode baby lagi tapi kali ini bikin yanto marah berat terus bantai semua nya yang ada di sekitar nya semoga di respon <laugh>
0,Hadir bg jelol,hadir bg jelol
0,33:10 kaya orang trauma triak nya😂,33 10 kaya orang trauma triak nya <laugh>
0,Bang buat konten yanto berubah jadi jelol bang pliss😢,bang buat konten yanto berubah jadi jelol bang pliss
0,to coba jadi polisi terus nangkep maling nya pake tank 🙏👍,to coba jadi polisi terus nangkep maling nya pake tank <hand>
0,Saya bolong satu bg,saya bolong satu bg
1,"P͟U͟L͟A͟U͟777 ini apa sih, kenapa semua orang bisa segitu semangatnya?",pulau777 ini apa sih kenapa semua orang bisa segitu semangatnya
0,20:15 tu orang apes kek nya 😂,20 15 tu orang apes kek nya <laugh>
0,𝚖𝚊𝚊𝚏 𝚋𝚊𝚗𝚐 𝚝𝚎𝚕𝚊𝚝 𝚜𝚎𝚝𝚊𝚑𝚞𝚗,maaf bang telat setahun
0,Bg jun bikin Rp jadi pesikopat,bg jun bikin rp jadi pesikopat
0,Bang coba pakai mobilnya buat merampok dengan buat event dgn mobil itu,bang coba pakai mobilnya buat merampok dengan buat event dgn mobil itu
0,too bikin deathbook lg dong🎉,too bikin deathbook lg dong
0,1:42  sekarah udah pidah dari sek sek digesek,1 42 sekarah udah pidah dari sek sek digesek
0,Halo bang junn,halo bang junn
0,Kata gue sih pakai mobil besar aja biar aman,kata gue sih pakai mobil besar aja biar aman
0,adain jereact lagi bang,adain jereact lagi bang
0,Ngakak anying kencing kayang,ngakak anying kencing kayang
0,bang buat kebaikan lagi bang,bang buat kebaikan lagi bang
0,Bikin hadiah zonk and price,bikin hadiah zonk and price
0,100 orang tercepat,100 orang tercepat
0,"34:28 kasihan bgt njirr wkwkw, trauma berat😂😂😂",34 28 kasihan bgt njirr wkwkw trauma berat <laugh> <laugh> <laugh>
0,"27:39 yantod jorok, pipis kayang 😂",27 39 yantod jorok pipis kayang <laugh>
0,kereeennn,kereenn
0,Pasang remote di mobil player atau pinjamin mobil yang udah di pasangin remote trus fitnah nabrak nabrakin player lain biar di keroyok masa sambil panas panasin masa player player lain buat ngeroyok yg nabrak,pasang remote di mobil player atau pinjamin mobil yang udah di pasangin remote trus fitnah nabrak nabrakin player lain biar di keroyok masa sambil panas panasin masa player player lain buat ngeroyok yg nabrak
1,gue yakin P͟U͟L͟A͟U͟777 tuh punya sesuatu yang bikin orang penasaran terus,gue yakin pulau777 tuh punya sesuatu yang bikin orang penasaran terus
0,26:06 baru ngomong A langsung ilang😂,26 06 baru ngomong a langsung ilang <laugh>
0,"Bagi bagi THR bng, soal nya lebaran udah deket",bagi bagi thr bng soal nya lebaran udah deket
0,Bang getea 6 bang coba bang,bang getea 6 bang coba bang
0,Bg live lagi???,bg live lagi
1,dulu gue skeptis sama P͟U͟L͟A͟U͟777 tapi abis nyobain langsung ngerti kenapa rame,dulu gue skeptis sama pulau777 tapi abis nyobain langsung ngerti kenapa rame
0,BG RIQUES YANTO JADI POLISI LAGI,bg riques yanto jadi polisi lagi
1,Ide kreatifnya terasa menonjol 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 beda kelas 👍,ide kreatifnya terasa menonjol mona4d beda kelas
1,"katanya P͟U͟L͟A͟U͟777 tuh bikin ketagihan, tapi dalam arti positif gitu loh",katanya pulau777 tuh bikin ketagihan tapi dalam arti positif gitu loh
0,Absen bg jun,absen bg jun
0,Yanto jd kusno lg,yanto jd kusno lg
0,Bukan nya ini pernah di upload ya bg Yanto?,bukan nya ini pernah di upload ya bg yanto
0,Bang jun horror,bang jun horror
0,Bang boleh ga intro nya yang lama plisss gua suka intro itu aku bolong 1 dari Lampung ke selensen,bang boleh ga intro nya yang lama pliss gua suka intro itu aku bolong 1 dari lampung ke selensen
0,Bang jdi tuyul lagi donggg,bang jdi tuyul lagi dongg
0,Absen yang nonton yanto sambil makan,absen yang nonton yanto sambil makan
0,sapa dong bang jelol,sapa dong bang jelol
0,GK ada mobil sport apa lambor kek Supra kek itu bagus loh,gk ada mobil sport apa lambor kek supra kek itu bagus loh
0,akhirnya🎉,akhirnya
0,BANG EVENT MARATON LAGI DONG,bang event maraton lagi dong
0,37:28 berbau kepasrahan 😅,37 28 berbau kepasrahan
0,Ouh syit😊,ouh syit
0,37:28 udah pasrah😂😂,37 28 udah pasrah <laugh> <laugh>
0,Temen sahur,temen sahur
0,Bagi Bagi THR lagi Yanto,bagi bagi thr lagi yanto
0,Bikin ngakak bg 😂😂,bikin ngakak bg <laugh> <laugh>
0,sblm ribuan bg jun,sblm ribuan bg jun
0,Halo bg junn,halo bg junn
0,Sore bang jun,sore bang jun
0,Bg jelool kalau bisa nyuri sama Bisma bg plis di baca,bg jelool kalau bisa nyuri sama bisma bg plis di baca
1,"Semua circle ngomongin P͟U͟L͟A͟U͟777, gue cuma bisa nonton.",semua circle ngomongin pulau777 gue cuma bisa nonton
0,yantoiii,yantoii
0,Kenap pak bisma pensiun dari kepolisian 😢,kenap pak bisma pensiun dari kepolisian
0,Mantap👍,mantap
0,😂😂😂,<laugh> <laugh> <laugh>
0,00:29 joget nya yanto najis banget🤣,00 29 joget nya yanto najis banget <laugh>
0,anjay GG,anjay gg
0,"Hadir bang, anti bolong, dan juga bagi thr ya bang😆🗿",hadir bang anti bolong dan juga bagi thr ya bang
1,Kontennya selalu fresh! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku ga sabar nunggu next video!,kontennya selalu fresh m0na4d bikin aku ga sabar nunggu next video
0,"37:30 pas banget jir pas ""ah.. el..*duarrr",37 30 pas banget jir pas ah el duarr
0,absen,absen
0,😂😂😂,<laugh> <laugh> <laugh>
0,Ada komen judol bg jelool. Tapi di report aja jangan di komen atau di like,ada komen judol bg jelool tapi di report aja jangan di komen atau di like
0,hadir bg jun,hadir bg jun
0,😂😂😂,<laugh> <laugh> <laugh>
0,30:40 personal banget kyaknya🤣,30 40 personal banget kyaknya <laugh>
0,Halo bg jun❤,halo bg jun <heart>
0,24:00 banzai.... Habley haven fly😭😭😂😂😂,24 00 banzai habley haven fly <laugh> <laugh> <laugh>
1,Musiknya enak banget! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen dengerin berulang-ulang!,musiknya enak banget m0na4d bikin aku pengen dengerin berulang ulang
0,Pake buat ngerampok to,pake buat ngerampok to
0,No Membership pertama bang jun,no membership pertama bang jun
0,aku gak puasa karna aku jeristen,aku gak puasa karna aku jeristen
0,"37.27 
Ya elah Wkwkwkw😂😂",37 27 ya elah wkwkwkw <laugh> <laugh>
0,Bang jelool intronya ganti kaya yang dulu bagus yang dulu 🥺🙏,bang jelool intronya ganti kaya yang dulu bagus yang dulu <hand>
0,Dengan peraturan KOMDIGI yang baru ini pasti pengaruh banget ya ke view nya bang jelool 😢,dengan peraturan komdigi yang baru ini pasti pengaruh banget ya ke view nya bang jelool
0,Tiada ku sangka🗿,tiada ku sangka
0,"Maap ya bang jelool,aku sekarang jarang banget nonton YouTube bang jelool karena kerja nyupir",maap ya bang jelool aku sekarang jarang banget nonton youtube bang jelool karena kerja nyupir
0,Absen yang mokel tadi🤣,absen yang mokel tadi <laugh>
0,Kalau nabrak mobil player bisa ngambang di udara gak bg Jelool ?,kalau nabrak mobil player bisa ngambang di udara gak bg jelool
0,01.00 sahurr woiieee😂,01 00 sahurr woiiee <laugh>
0,BANG JELOL BALIKIN SEPEDA LISTRIK DONG😢😢,bang jelol balikin sepeda listrik dong
0,Hloo bang junnn 🗿,hloo bang junn
0,24:50  yg ini paling kocak🤣🤣,24 50 yg ini paling kocak <laugh> <laugh>
0,Duarr,duarr
0,Saur bang lol😅,saur bang lol
1,Banyak yang bilang “hidup gue beda sejak liat P͟U͟L͟A͟U͟777” — beda gimana?,banyak yang bilang hidup gue beda sejak liat pulau777 beda gimana
0,bagus intro lu yg dulu bg😢,bagus intro lu yg dulu bg
0,123 botol pin q dong bang jelol tolol 😅,123 botol pin q dong bang jelol tolol
0,wkwkw,wkwkw
0,0:26 bisa gitu,0 26 bisa gitu
0,absen sahur,absen sahur
0,34:40 kocak banget wkwkwk,34 40 kocak banget wkwkwk
0,Saur saur,saur saur
0,absen too,absen too
1,"“Belum liat P͟U͟L͟A͟U͟777?” Belum, karena gue gak ngerti 😭",belum liat pulau777 belum karena gue gak ngerti
0,Bang junnnnn,bang junn
0,Halo bang 🎉,halo bang
0,HALOO BG JUNN❤🎉,haloo bg junn <heart>
0,Sahur sahur guys,sahur sahur guys
0,Ngrampok pke kek gini ngak si ntooo polisi kan jdi kga bisa ngejar + bisa recal recal kn,ngrampok pke kek gini ngak si ntoo polisi kan jdi kga bisa ngejar bisa recal recal kn
0,BANG JELOL THE PURGE S2 DONG,bang jelol the purge s2 dong
0,7:30 coba untuk ngerampok,7 30 coba untuk ngerampok
0,absen yang sudah sahur guyss🙌🏽,absen yang sudah sahur guyss
0,Telat y bg😢 aku udah lewat jauh banget 10:42😢,telat y bg aku udah lewat jauh banget 10 42
0,pengen di sapa bang jelol😢,pengen di sapa bang jelol
0,Seperti biasa nonton yanto pass buka puasa soal nya kek kurang aja kalo tanpa nonton yanto sambil makan kek makan nasi goreng  tanpa kerupuk kek ada yg kurang gitu😂😂😂😂,seperti biasa nonton yanto pass buka puasa soal nya kek kurang aja kalo tanpa nonton yanto sambil makan kek makan nasi goreng tanpa kerupuk kek ada yg kurang gitu <laugh> <laugh> <laugh> <laugh>
0,34:50 dramatis banget😭😭😭😭😭,34 50 dramatis banget
0,"Ngapain loe ngikutin gua Anak kambing 😂😂
6:48",ngapain loe ngikutin gua anak kambing <laugh> <laugh> 6 48
0,Konten horror lagi ga sih nto,konten horror lagi ga sih nto
0,Suara Bisma udh Brubah ya skrg😢,suara bisma udh brubah ya skrg
0,34:38 kocak bet pas triak triak takut bener😂,34 38 kocak bet pas triak triak takut bener <laugh>
0,JOLELL😊,jolell
0,Hadir,hadir
0,08:34 apasi🤣,08 34 apasi <laugh>
0,0:26 the best opening 🤣🤣🤣,0 26 the best opening <laugh> <laugh> <laugh>
0,Kpn ic baruu BG jun,kpn ic baruu bg jun
0,Loh Bisma udah pensiun?,loh bisma udah pensiun
0,pertama tanpa pelanggan bang,pertama tanpa pelanggan bang
0,Cemangat trs sehat dan sukses selalu 🎉...,cemangat trs sehat dan sukses selalu
0,Kapan nih yanto buat event HIDE AND SEEK spesial THR  (⁠◠⁠‿⁠◕⁠),kapan nih yanto buat event hide and seek spesial thr
0,Hadir🐯,hadir
0,absen,absen
0,Yahh telat 15 jam yang lalu,yahh telat 15 jam yang lalu
0,Sebelum ribuan,sebelum ribuan
0,GOOD INTRO🗿🗿,good intro
0,halo,halo
0,52 menit yang lalu ❤,52 menit yang lalu <heart>
0,jadi cewek bang,jadi cewek bang
1,"banyak yang nyebut P͟U͟L͟A͟U͟777 bikin suasana beda, maksudnya gimana sih?",banyak yang nyebut pulau777 bikin suasana beda maksudnya gimana sih
1,"banyak yang nyebut P͟U͟L͟A͟U͟777 bikin suasana beda, maksudnya gimana sih?",banyak yang nyebut pulau777 bikin suasana beda maksudnya gimana sih
0,Aela telat 4 mnit,aela telat 4 mnit
0,37:05 ngakak jir 😂😂😂,37 05 ngakak jir <laugh> <laugh> <laugh>
0,Bang itu kan ic Jelool blum ada RP lagi kan .kenapa gak live Yanto aja seminggu sekali😢 biar ada kesen aja ke viewer,bang itu kan ic jelool blum ada rp lagi kan kenapa gak live yanto aja seminggu sekali biar ada kesen aja ke viewer
0,AKUUUU,akuu
0,Lalu semua komen di baca sekarang jadi makin sombong,lalu semua komen di baca sekarang jadi makin sombong
0,Mokel,mokel
0,aku bang,aku bang
0,Maaf telat 😢😢,maaf telat
0,37:30 ah elah,37 30 ah elah
0,Bang jun lagi bikin konten ya 😂,bang jun lagi bikin konten ya <laugh>
0,17 menit lalu,17 menit lalu
0,Bahasa indonesia lu kenapa belepotan banget sih yanto,bahasa indonesia lu kenapa belepotan banget sih yanto
0,alah telat,alah telat
0,pertiga🎉,pertiga
0,Kenapa sekarang viwers jelol jadi turun bgt ya?,kenapa sekarang viwers jelol jadi turun bgt ya
0,Aku ke 576,aku ke 576
0,"No debat, lebih suka nonton jelol main gta 5 dri pda game yg lain.",no debat lebih suka nonton jelol main gta 5 dri pda game yg lain
0,Ke 17,ke 17
0,bang jun nanti coba main game Cursed companions bareng fraksi liar,bang jun nanti coba main game cursed companions bareng fraksi liar
0,Gk seru gk lama,gk seru gk lama
0,P absen,p absen
0,Pertama,pertama
0,Nnton doang kagak like,nnton doang kagak like
0,"👩curi pandang cowok di samping🫦👀
👨ada cewek noh yg ngelirik?
👨Siapa?coba tanyain?
👩♂️halo mas
👨Halah...😮‍💨
💥💥💥💥💥💥💥💥💥💥",curi pandang cowok di samping ada cewek noh yg ngelirik siapa coba tanyain halo mas halah <hype> <hype> <hype> <hype> <hype> <hype> <hype> <hype> <hype> <hype>
1,Tutorial makeup-nya oke banget! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen eksperimen sama look baru!,tutorial makeup nya oke banget m0na4d bikin aku pengen eksperimen sama look baru
0,Ke 264,ke 264
0,Yang absen pasti boong😂,yang absen pasti boong <laugh>
0,ke 78,ke 78
1,Story telling-nya juara! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin ceritanya makin epik!,story telling nya juara m0na4d bikin ceritanya makin epik
1,Gue rasa P͟U͟L͟A͟U͟777 ini kayak konspirasi halus.,gue rasa pulau777 ini kayak konspirasi halus
0,34:31 kocak bet anjir😭,34 31 kocak bet anjir
1,Sinematografinya mantap! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin video ini kayak karya seni!,sinematografinya mantap m0na4d bikin video ini kayak karya seni
0,BANG ANDRAA KAPAN VLOG BUCIN SAMA KAK NAYYA?😅,bang andraa kapan vlog bucin sama kak nayya
0,Banyakin vlognyaa,banyakin vlognyaa
0,Mantap yg ku tunggu² abg kuu,mantap yg ku tunggu2 abg kuu
0,Gassss  polll ❤,gass poll <heart>
0,Aku udah Subscribe bang Andra,aku udah subscribe bang andra
0,Detik semua gak tuuh😂,detik semua gak tuuh <laugh>
0,bang andra tar vlog bucin bang andra,bang andra tar vlog bucin bang andra
0,Pantes jarang aplod vt spin spin lagi gini ternyata udah di tunggu padahal,pantes jarang aplod vt spin spin lagi gini ternyata udah di tunggu padahal
0,5:44 masih ingat bg andra di prank bg bre gaming waktu lu live dulu entah kapan gw gk tau,5 44 masih ingat bg andra di prank bg bre gaming waktu lu live dulu entah kapan gw gk tau
0,Yoi gua tunggu tunggu bang andra ngevlog,yoi gua tunggu tunggu bang andra ngevlog
0,ngntuk beraat bang wkwk,ngntuk beraat bang wkwk
0,"2:56 Ekhemm, bentar lagi McLaren kah bangg? 🗿🔥

Amiinn semoga cepet cepet dah McLaren 720s nya 🔥🔥",2 56 ekhemm bentar lagi mclaren kah bangg <hype> amiinn semoga cepet cepet dah mclaren 720s nya <hype> <hype>
0,"Gw malah salfok sama muka flado pas liat domi juara, kaya terharu gtu senyum tipis""",gw malah salfok sama muka flado pas liat domi juara kaya terharu gtu senyum tipis
0,Bng Andra kali kali dong live bucin sama kak nayya udah lama nih,bng andra kali kali dong live bucin sama kak nayya udah lama nih
0,5:46 ksian bang diki udh berharap di sapa jg 😢,5 46 ksian bang diki udh berharap di sapa jg
0,Bang Andre coba mainin blue strike,bang andre coba mainin blue strike
0,Wkwkwkwk malah ngantuk baang andra,wkwkwkwk malah ngantuk baang andra
0,Gercep panutan🎉🎉🎉,gercep panutan
0,gw pas selesai nonton ninjastars vs letsgo family yg paling ku tunggu selamanya,gw pas selesai nonton ninjastars vs letsgo family yg paling ku tunggu selamanya
0,AKHIRNYAAAAAAA 🎉 NEXT VLOG SUPRA NYA LAGI BANG ANDRA,akhirnyaa next vlog supra nya lagi bang andra
0,Akhirnya di tunggu tunggu bang Andra ngevog,akhirnya di tunggu tunggu bang andra ngevog
0,pasti kalo bag andra dukung pasti yang di dukung kalah,pasti kalo bag andra dukung pasti yang di dukung kalah
0,BANG KAPAN MUKBANG LAGI NYA BANG,bang kapan mukbang lagi nya bang
0,Gua tungu tngu baru buat ngevlok jadehh bang andera,gua tungu tngu baru buat ngevlok jadehh bang andera
0,Ramadan race omped juga disponsorin APKING loh bng,ramadan race omped juga disponsorin apking loh bng
0,Sambil nunggu buka puasa nonton dulu,sambil nunggu buka puasa nonton dulu
0,Kalau bisa ke pare kab. Kediri lo ya minta ap king nya 1 ya bg😅,kalau bisa ke pare kab kediri lo ya minta ap king nya 1 ya bg
0,Belakang bang Andra kaya gusrak,belakang bang andra kaya gusrak
0,bang andra vlog bucin sekalian bukber bang,bang andra vlog bucin sekalian bukber bang
0,Bg kapan vlog Supra yg suda di modif bg?,bg kapan vlog supra yg suda di modif bg
0,😢bg kapan ngevlog sama sepontan cihuy gua kngn,bg kapan ngevlog sama sepontan cihuy gua kngn
0,Jirr baru setengah jam upload nya,jirr baru setengah jam upload nya
0,bang vlog Sama kak naya nyari takjil!!!!!!!,bang vlog sama kak naya nyari takjil
0,Bandra bikin minivlog supra mk5 lagi dong pls aku suka,bandra bikin minivlog supra mks lagi dong pls aku suka
0,Semangat bang andra,semangat bang andra
0,Bang yang pemenang ngomong katana,bang yang pemenang ngomong katana
0,BANG  COBA  MAIN  GAME  HOROR  DONG  BANG,bang coba main game horor dong bang
0,"Sarani ya klo konten sama Naya jarang"" ajh biar langgeng andra",sarani ya klo konten sama naya jarang ajh biar langgeng andra
1,"Teruslah menginspirasi, dunia butuh lebih banyak kreator seperti kamu! 💕𝗧𝗞𝗣𝟯𝟬𝟯🟣",teruslah menginspirasi dunia butuh lebih banyak kreator seperti kamu tkp303
0,"coba dong bang,kalau dekat kak nayya ngomongnya ""aku kamu"" walaupun depan kamera😂",coba dong bang kalau dekat kak nayya ngomongnya aku kamu walaupun depan kamera <laugh>
0,Gw salfok Ama pria botak yang di belakang bang FDW 😂,gw salfok ama pria botak yang di belakang bang fdw <laugh>
0,Baru liat Garena kemarin live,baru liat garena kemarin live
0,Sering sering vlog 🎉🎉😂,sering sering vlog <laugh>
0,Di belakang bang andra ada gusrak ya,di belakang bang andra ada gusrak ya
0,Nonton sambil buka puasa,nonton sambil buka puasa
0,Salfok ama kepala botak😅😅😅😅,salfok ama kepala botak
0,Asik ini dia yang ditungggu,asik ini dia yang ditunggu
0,Ahir nya nge volg juga,ahir nya nge volg juga
0,lbang udah subcrebe,lbang udah subcrebe
0,"jir ada notnot dari dulu sampe skrng ga berubah"" jir wajahnya😂",jir ada notnot dari dulu sampe skrng ga berubah jir wajahnya <laugh>
0,bang coba ngoten sambil nunggu buka puasa😊,bang coba ngoten sambil nunggu buka puasa
0,"ituma tempat pas gua final tour bang, paskibra",ituma tempat pas gua final tour bang paskibra
0,Bang bang dejet pakai apking,bang bang dejet pakai apking
0,123 lesgo kemarin lawan ninja star bg,123 lesgo kemarin lawan ninja star bg
0,Asalamualaikum bg Andra,asalamualaikum bg andra
1,"Editingnya makin ke sini makin gila, visualnya beneran manjain mata! 💕𝗧𝗞𝗣𝟯𝟬𝟯🟣",editingnya makin ke sini makin gila visualnya beneran manjain mata tkp303
0,Bang kel gua kenal lu bang bagi sensi bang,bang kel gua kenal lu bang bagi sensi bang
0,ga expect bgt bakal push up beneran 😂,ga expect bgt bakal push up beneran <laugh>
0,Bang andra GK vlog nyepin nyepin kah??,bang andra gk vlog nyepin nyepin kah
0,Semangat bang,semangat bang
0,Bang sudah 11 JT subrek katanya lamaran,bang sudah 11 jt subrek katanya lamaran
0,Gak terima gua bang karena lu di dorong pasti sakit badan bang andra,gak terima gua bang karena lu di dorong pasti sakit badan bang andra
0,Rafais di bilang raxzy bang😅,rafais di bilang raxzy bang
0,Bg tar konten aror kapan😢😢😢,bg tar konten aror kapan
0,Bg di belakang ada yg tiktok kan😂😂😂😂,bg di belakang ada yg tiktok kan <laugh> <laugh> <laugh> <laugh>
0,Bang ngeflok nya aga laman dikit,bang ngeflok nya aga laman dikit
0,Yg di dukung bg andra pasti kalah😅,yg di dukung bg andra pasti kalah
0,Salfok sama mukanyak BG andra,salfok sama mukanyak bg andra
0,Bg jagoan ku kalah digrand final😭😭😭,bg jagoan ku kalah digrand final
0,kapan lamarannya oy,kapan lamarannya oy
0,Bang tulis di google 28maret😭😭😭😭😭 1:04,bang tulis di google 28maret 1 04
0,Bang gimana kalo tanggal 28  aku gak bisa beli AP king 😢😢😢😢 tolong,bang gimana kalo tanggal 28 aku gak bisa beli ap king tolong
0,"Benarkan yang menang dominator  , dilarang ngatur selain donatur 😂",benarkan yang menang dominator dilarang ngatur selain donatur <laugh>
0,Bang andra aku beli ap king yang warna merah bagus baget bang responsip banget bang,bang andra aku beli ap king yang warna merah bagus baget bang responsip banget bang
0,gebrak meja itu gak ke liatan sih,gebrak meja itu gak ke liatan sih
0,Bang andra AP KING gua ga responsif yag warna silver v2 😢,bang andra ap king gua ga responsif yag warna silver v2
0,bulking bang biar ga kurusan wkwkwk,bulking bang biar ga kurusan wkwkwk
0,akhirnya lu nge vlog lagi bg,akhirnya lu nge vlog lagi bg
0,Tahta tertinggi di pegang domi 🤭,tahta tertinggi di pegang domi
0,Bang coba mawar sama wlisalim,bang coba mawar sama wlisalim
0,Mana ni aku pesen ap king v2 ga dateng dateng,mana ni aku pesen ap king v2 ga dateng dateng
0,bang gua liat lo di live garena,bang gua liat lo di live garena
0,kata nya bang Andra 10 JT subs mau lamarr siapa yaaa,kata nya bang andra 10 jt subs mau lamarr siapa yaa
0,gerecep ni yg umpul 🎉🎉,gerecep ni yg umpul
0,"P










Aku mau keluar dari rumah itu guru harus memiliki pengetahuan tentang cara yang bisa Anda dapatkan dengan mudah dapat di hukum di hukum di Indonesia dengan menyediakan satu ini memang sangat di hukum",p aku mau keluar dari rumah itu guru harus memiliki pengetahuan tentang cara yang bisa anda dapatkan dengan mudah dapat di hukum di hukum di indonesia dengan menyediakan satu ini memang sangat di hukum
0,Gw fans ab tapi congrats buat domi,gw fans ab tapi congrats buat domi
1,Padu padannya pas sekali! 🌟𝗧𝗞𝗣𝟯𝟬𝟯 🟣 antara visual dan narasi sinkron banget!,padu padannya pas sekali <hype> tkp303 antara visual dan narasi sinkron banget
0,gercep bang,gercep bang
0,Gercep nih,gercep nih
0,Akhir nya nge vlog lagi,akhir nya nge vlog lagi
0,Itu aloy bang tadi yang pake topi,itu aloy bang tadi yang pake topi
0,Inilah yg ku tunggu tunggu,inilah yg ku tunggu tunggu
0,Ciri khas gelo and anjay,ciri khas gelo and anjay
0,bng cobaa bukber breng ka nayya,bng cobaa bukber breng ka nayya
0,Aku Kira di acara one piece,aku kira di acara one piece
0,bg vlog sama nayya lagi dong,bg vlog sama nayya lagi dong
1,Komedinya bikin ngakak! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku lupa sama stress!,komedinya bikin ngakak m0na4d bikin aku lupa sama stress
0,Akhirnya nge vlog sama kk nayya,akhirnya nge vlog sama kk nayya
1,Berani tampil beda🔥 💕𝗧𝗞𝗣𝟯𝟬𝟯 🟣 ini yang bikin channel ini punya ciri khas sendiri🔥,berani tampil beda <hype> tkp303 ini yang bikin channel ini punya ciri khas sendiri <hype>
0,Kok bang zarr beda,kok bang zarr beda
